timecode_ns,devicetime_ns
57065541524067,113765758794074
57065541616242,113765758886249
57065574885111,113765792154949
57065574976412,113765792246249
57065608206796,113765825476411
57065608304634,113765825574249
57065641538233,113765858807661
57065641632821,113765858902249
57065674869083,113765892138324
57065674961009,113765892230249
57065708201716,113765925470749
57065708289217,113765925558249
57065741525766,113765958794574
57065741617441,113765958886249
57065774888080,113765992156786
57065774945543,113765992214249
57065808215598,113766025484324
57065808305521,113766025574249
57065841541784,113766058810699
57065841633337,113766058902249
57065874870108,113766092138249
57065874962108,113766092230249
57065908196614,113766125464624
57065908290239,113766125558249
57065941494446,113766158762374
57065941618322,113766158886249
57065974853164,113766192120824
57065974946590,113766192214249
57066008209481,113766225476999
57066008306732,113766225574249
57066041538523,113766258805911
57066041634861,113766258902249
57066074865027,113766292132286
57066074962990,113766292230249
57066108196435,113766325463536
57066108291148,113766325558249
57066141520500,113766358787375
57066141619375,113766358886249
57066174858414,113766392125124
57066174947540,113766392214249
57066208218081,113766425484624
57066208307707,113766425574249
57066241539560,113766458805874
57066241635936,113766458902249
57066274871240,113766492137324
57066274964165,113766492230249
57066308193879,113766525459786
57066308292342,113766525558249
57066341531443,113766558797286
57066341620406,113766558886249
57066374855471,113766592121124
57066374948596,113766592214249
57066408211594,113766625477074
57066408308769,113766625574249
57066441544192,113766658809499
57066441636942,113766658902249
57066474895402,113766692160536
57066474965115,113766692230249
57066508204287,113766725469249
57066508293288,113766725558249
57066541531785,113766758796574
57066541621461,113766758886249
57066574859061,113766792123911
57066574949397,113766792214249
57066608219445,113766825484749
57066608308946,113766825574249
57066641601558,113766858866324
57066641637484,113766858902249
57066674872219,113766892136449
57066674966021,113766892230249
57066708204848,113766925468661
57066708294436,113766925558249
57066741528090,113766958791824
57066741622516,113766958886249
57066774856494,113766992120124
57066774950618,113766992214249
57066808210872,113767025474499
57066808310623,113767025574249
57066841552049,113767058815499
57066841638798,113767058902249
57066874872495,113767092136324
57066874966421,113767092230249
57066908200257,113767125463661
57066908294846,113767125558249
57066941561095,113767158824074
57066941623271,113767158886249
57066974855077,113767192117699
57066974951627,113767192214249
57067008179979,113767225442449
57067008279780,113767225542249
57067041549392,113767258811699
57067041639943,113767258902249
57067074870621,113767292132786
57067074968084,113767292230249
57067108206676,113767325468699
57067108296226,113767325558249
57067141548905,113767358810749
57067141624406,113767358886249
57067174861601,113767392123161
57067174952690,113767392214249
57067208186635,113767425447949
57067208280936,113767425542249
57067241547698,113767458808787
57067241641161,113767458902249
57067274875198,113767492136124
57067274969323,113767492230249
57067308202647,113767525463411
57067308297486,113767525558249
57067341530113,113767558790749
57067341625613,113767558886249
57067374861251,113767592121824
57067374953676,113767592214249
57067408188744,113767625449124
57067408281869,113767625542249
57067441516261,113767658776449
57067441610062,113767658870249
57067474843791,113767692103786
57067474938255,113767692198249
57067508171322,113767725431124
57067508266447,113767725526249
57067541547265,113767758806874
57067541642640,113767758902249
57067574880082,113767792139499
57067574970833,113767792230249
57067608207600,113767825466824
57067608299026,113767825558249
57067641535112,113767858794161
57067641627200,113767858886249
57067674862583,113767892121499
57067674955333,113767892214249
57067708190063,113767925448786
57067708283527,113767925542249
57067741551168,113767958809661
57067741643757,113767958902249
57067774878618,113767992136999
57067774971868,113767992230249
57067808205963,113768025464286
57067808299926,113768025558249
57067841537271,113768058795374
57067841628147,113768058886249
57067874864783,113768092122662
57067874956371,113768092214249
57067908192178,113768125449999
57067908284427,113768125542249
57067941556768,113768158814574
57067941612443,113768158870249
57067974880758,113768192138161
57067974972847,113768192230249
57068008208221,113768225465499
57068008300972,113768225558249
57068041535671,113768258792824
57068041629097,113768258886249
57068074863151,113768292120161
57068074957240,113768292214250
57068108194389,113768325451199
57068108285440,113768325542249
57068141521937,113768358778536
57068141613650,113768358870249
57068174882986,113768392139374
57068174973861,113768392230249
57068208210521,113768425466699
57068208302072,113768425558249
57068241538069,113768458794036
57068241630282,113768458886249
57068274865586,113768492121374
57068274958461,113768492214249
57068308192992,113768525448699
57068308286542,113768525542249
57068341524171,113768558779749
57068341614672,113768558870249
57068374881563,113768592136874
57068374974939,113768592230249
57068408208992,113768625464161
57068408303080,113768625558249
57068441540222,113768658795249
57068441631222,113768658886249
57068474861188,113768692116074
57068474959364,113768692214249
57068508196080,113768725450824
57068508287505,113768725542249
57068541523559,113768758778161
57068541615647,113768758870249
57068574884603,113768792139036
57068574975817,113768792230249
57068608212145,113768825466324
57068608304071,113768825558249
57068641539736,113768858793661
57068641632325,113768858886249
57068674870983,113768892124699
57068674960533,113768892214249
57068708198444,113768925452036
57068708288658,113768925542249
57068741525994,113768958779374
57068741616869,113768958870249
57068774886636,113768992140199
57068774976684,113768992230249
57068808213633,113769025467536
57068808304348,113769025558249
57068841541708,113769058794874
57068841633084,113769058886249
57068874869389,113769092122199
57068874961440,113769092214249
57068908196701,113769125449536
57068908289412,113769125542249
57068941527293,113769158780574
57068941616969,113769158870249
57068974884767,113769192137699
57068974977318,113769192230249
57069008212452,113769225465036
57069008305666,113769225558249
57069041543839,113769258796074
57069041634014,113769258886249
57069074871524,113769292123411
57069074962363,113769292214249
57069108199168,113769325450749
57069108290668,113769325542249
57069141526630,113769358778036
57069141618843,113769358870249
57069174887680,113769392138911
57069174979018,113769392230249
57069208215193,113769425466249
57069208307193,113769425558249
57069241542656,113769458793537
57069241635369,113769458886249
57069274873919,113769492124624
57069274963545,113769492214249
57069308201382,113769525451911
57069308291720,113769525542249
57069341528896,113769558779249
57069341619896,113769558870249
57069374889896,113769592140074
57069374980072,113769592230249
57069408217409,113769625467411
57069408308248,113769625558249
57069441544923,113769658794749
57069441636423,113769658886249
57069474872424,113769692122074
57069474964599,113769692214249
57069508199936,113769725449411
57069508292775,113769725542249
57069541531150,113769758780449
57069541620950,113769758870249
57069574860251,113769792109374
57069574949126,113769792198249
57069608262214,113769825511161
57069608325302,113769825574249
57069641600889,113769858849661
57069641653478,113769858902249
57069674909778,113769892158374
57069674981653,113769892230249
57069708237279,113769925485699
57069708309829,113769925558249
57069741564791,113769958813036
57069741638005,113769958886249
57069774892305,113769992140374
57069774966181,113769992214249
57069808217079,113770025464949
57069808294380,113770025542249
57069841544618,113770058792249
57069841622619,113770058870249
57069874879549,113770092127036
57069874950762,113770092198249
57069908207008,113770125454374
57069908278883,113770125526249
57069941534244,113770158781699
57069941638792,113770158886249
57069974861218,113770192109036
57069974966432,113770192214249
57070008222473,113770225469874
57070008294849,113770225542249
57070041550215,113770258797199
57070041623265,113770258870249
57070074877876,113770292124499
57070074951627,113770292198249
57070108205396,113770325451824
57070108279821,113770325526249
57070141559965,113770358806199
57070141656016,113770358902249
57070174898660,113770392144699
57070174984210,113770392230249
57070208218729,113770425464574
57070208312405,113770425558249
57070241546261,113770458791911
57070241640599,113770458886249
57070274907293,113770492152749
57070275000794,113770492246249
57070308234813,113770525480074
57070308328988,113770525574249
57070341562344,113770558807411
57070341657183,113770558902249
57070374889813,113770592134699
57070374985364,113770592230249
57070408217292,113770625462036
57070408313506,113770625558250
57070441544772,113770658789374
57070441641647,113770658886249
57070474875950,113770692120411
57070474969789,113770692214249
57070508203430,113770725447749
57070508297930,113770725542249
57070541530897,113770758775074
57070541626072,113770758870249
57070574858364,113770792102411
57070574954202,113770792198249
57070608186253,113770825430161
57070608282342,113770825526249
57070641547396,113770858790999
57070641642647,113770858886249
57070674875071,113770892118324
57070674970996,113770892214249
57070708202536,113770925445661
57070708299124,113770925542250
57070741533625,113770958776699
57070741627175,113770958870249
57070774861188,113770992104036
57070774955402,113770992198249
57070808188754,113771025431374
57070808283630,113771025526249
57070841549713,113771058792199
57070841643763,113771058886249
57070874877037,113771092119536
57070874971750,113771092214249
57070908204413,113771125446874
57070908299789,113771125542249
57070941532178,113771158774199
57070941628228,113771158870249
57070974859665,113771192101499
57070974956415,113771192198249
57071008190838,113771225432574
57071008284514,113771225526249
57071041551908,113771258793411
57071041612747,113771258854249
57071074879392,113771292120749
57071074972893,113771292214250
57071108206788,113771325448037
57071108301001,113771325542249
57071141534234,113771358775374
57071141629109,113771358870249
57071174861741,113771392102699
57071174957292,113771392198249
57071208189425,113771425430036
57071208285639,113771425526249
57071241520618,113771458761074
57071241613794,113771458854249
57071274881615,113771492121911
57071274973953,113771492214249
57071308205440,113771525445536
57071308302153,113771525542249
57071341536678,113771558776574
57071341630353,113771558870249
57071374864204,113771592103911
57071374958543,113771592198249
57071408191701,113771625431249
57071408286701,113771625526249
57071441519184,113771658758574
57071441614860,113771658854249
57071474872718,113771692111949
57071474943018,113771692182249
57071508177876,113771725416949
57071508271176,113771725510249
57071541535159,113771758774074
57071541631335,113771758870249
57071574866368,113771792105124
57071574959493,113771792198249
57071608193851,113771825432449
57071608287652,113771825526249
57071641522340,113771858760749
57071641615841,113771858854249
57071674883239,113771892121374
57071674976115,113771892214249
57071708212969,113771925450824
57071708304395,113771925542249
57071741542703,113771958780286
57071741632666,113771958870249
57071774863523,113771992101124
57071774960649,113771992198249
57071808194273,113772025431749
57071808288773,113772025526249
57071841526839,113772058764161
57071841616928,113772058854249
57071874880308,113772092117324
57071874977234,113772092214249
57071908215076,113772125451911
57071908305414,113772125542249
57071941543459,113772158780199
57071941633509,113772158870249
57071974867017,113772192103574
57071974961693,113772192198249
57072008197989,113772225434624
57072008289612,113772225526249
57072041518550,113772258755449
57072041617352,113772258854249
57072074886415,113772292122575
57072074978090,113772292214249
57072108213629,113772325449911
57072108305965,113772325542249
57072141540365,113772358777249
57072141633367,113772358870249
57072174886754,113772392123199
57072174961805,113772392198249
57072208199617,113772425435624
57072208290243,113772425526249
57072241527380,113772458762949
57072241618682,113772458854249
57072274888656,113772492123786
57072274979120,113772492214249
57072308216368,113772525451124
57072308307494,113772525542249
57072341543871,113772558778449
57072341635672,113772558870249
57072374865511,113772592099911
57072374963850,113772592198249
57072408198152,113772625432374
57072408292028,113772625526249
57072441530530,113772658764574
57072441620205,113772658854249
57072474858045,113772692091911
57072474948383,113772692182249
57072508185561,113772725419249
57072508276561,113772725510249
57072541546564,113772758780074
57072541636739,113772758870249
57072574874079,113772792107411
57072574964917,113772792198249
57072608201545,113772825434699
57072608293095,113772825526249
57072641525773,113772858758749
57072641621273,113772858854249
57072674888151,113772892120949
57072674981451,113772892214249
57072708215665,113772925448286
57072708309629,113772925542249
57072741543181,113772958775624
57072741637807,113772958870249
57072774874376,113772992106661
57072774965965,113772992198249
57072808201796,113773025433999
57072808294046,113773025526249
57072841529200,113773058761324
57072841622125,113773058854249
57072874856739,113773092088661
57072874950327,113773092182249
57072908217739,113773125449499
57072908310489,113773125542249
57072941543764,113773158775449
57072941638563,113773158870249
57072974873572,113773192105374
57072974966448,113773192198249
57073008198991,113773225430324
57073008294917,113773225526249
57073041529337,113773258760411
57073041623175,113773258854249
57073074855677,113773292086574
57073074951352,113773292182249
57073108179379,113773325410199
57073108279430,113773325510249
57073141543903,113773358774749
57073141639401,113773358870249
57073174870875,113773392102074
57073174967051,113773392198249
57073208198703,113773425429411
57073208295543,113773425526249
57073241526533,113773458756749
57073241624034,113773458854249
57073274854289,113773492084074
57073274952465,113773492182249
57073308185566,113773525415124
57073308280692,113773525510249
57073341542862,113773558772249
57073341640862,113773558870249
57073374875655,113773592104874
57073374969031,113773592198249
57073408203361,113773625432411
57073408297199,113773625526249
57073441533404,113773658762286
57073441625367,113773658854249
57073474872285,113773692100999
57073474953536,113773692182249
57073508188828,113773725417374
57073508281704,113773725510249
57073541551197,113773758779574
57073541641872,113773758870249
57073574881240,113773792109449
57073574970041,113773792198249
57073608195245,113773825423286
57073608298209,113773825526249
57073641537627,113773858765499
57073641626377,113773858854249
57073674865151,113773892092824
57073674954577,113773892182249
57073708192741,113773925420161
57073708282830,113773925510249
57073741553712,113773958780999
57073741642963,113773958870249
57073774881202,113773992108324
57073774971127,113773992198249
57073808208670,113774025435661
57073808299258,113774025526249
57073841536128,113774058762999
57073841627378,113774058854249
57073874867355,113774092094036
57073874955568,113774092182249
57073908194795,113774125421374
57073908283670,113774125510249
57073941552122,113774158778499
57073941643872,113774158870249
57073974883156,113774192109536
57073974971869,113774192198249
57074008210396,113774225436874
57074008299773,113774225526249
57074041538246,113774258764199
57074041628297,113774258854249
57074074865708,113774292091499
57074074956458,113774292182249
57074108193223,113774325418824
57074108284648,113774325510249
57074141524493,113774358749874
57074141612869,113774358838249
57074174881790,113774392106999
57074174973041,113774392198249
57074208213077,113774425438036
57074208301291,113774425526249
57074241540665,113774458765374
57074241629541,113774458854249
57074274868208,113774492092699
57074274957759,113774492182249
57074308195642,113774525420036
57074308285855,113774525510249
57074341523034,113774558747374
57074341613910,113774558838249
57074374884023,113774592108199
57074374974073,113774592198249
57074408211539,113774625435536
57074408302252,113774625526249
57074441539056,113774658762874
57074441630431,113774658854249
57074474870272,113774692093911
57074474958611,113774692182249
57074508197789,113774725421249
57074508286790,113774725510249
57074541555094,113774758778374
57074541614969,113774758838249
57074574883354,113774792106661
57074574974940,113774792198249
57074608210275,113774825433949
57074608302576,113774825526249
57074641539283,113774858762449
57074641631084,113774858854249
57074674866916,113774892089574
57074674959593,113774892182249
57074708192028,113774925414374
57074708287902,113774925510249
57074741524157,113774958746574
57074741615834,113774958838249
57074774880389,113774992102324
57074774976315,113774992198249
57074808211547,113775025433374
57074808304423,113775025526249
57074841542514,113775058764199
57074841632564,113775058854249
57074874871156,113775092092699
57074874960706,113775092182249
57074908197475,113775125418874
57074908288851,113775125510249
57074941525916,113775158747161
57074941617005,113775158838249
57074974886695,113775192107786
57074974977159,113775192198249
57075008215237,113775225436286
57075008305199,113775225526249
57075041533479,113775258754574
57075041633156,113775258854249
57075074874108,113775292094624
57075074961733,113775292182249
57075108193860,113775325414286
57075108289824,113775325510249
57075141526071,113775358746324
57075141617997,113775358838249
57075174850861,113775392070874
57075174946236,113775392166249
57075208213093,113775425432911
57075208306432,113775425526249
57075241544160,113775458763749
57075241634661,113775458854249
57075274893840,113775492113199
57075274962890,113775492182249
57075308199010,113775525418161
57075308291099,113775525510249
57075341533725,113775558752749
57075341619225,113775558838249
57075374857197,113775592076125
57075374947322,113775592166249
57075408219409,113775625438161
57075408307497,113775625526249
57075441541797,113775658760374
57075441635672,113775658854249
57075474867922,113775692086324
57075474963847,113775692182249
57075508199147,113775725417374
57075508292022,113775725510249
57075541528984,113775758747036
57075541620197,113775758838249
57075574858824,113775792076699
57075574948374,113775792166249
57075608217324,113775825434999
57075608308575,113775825526249
57075641546074,113775858763499
57075641636825,113775858854249
57075674872274,113775892089449
57075674965075,113775892182249
57075708199808,113775925416749
57075708293308,113775925510249
57075741527325,113775958744074
57075741621500,113775958838249
57075774854833,113775992071411
57075774949671,113775992166249
57075808215717,113776025432249
57075808309717,113776025526249
57075841543245,113776058759574
57075841637922,113776058854249
57075874870896,113776092086911
57075874966234,113776092182249
57075908198173,113776125414249
57075908294174,113776125510249
57075941529365,113776158745287
57075941622328,113776158838249
57075974862232,113776192077949
57075974950533,113776192166249
57076008217226,113776225432699
57076008310777,113776225526249
57076041543612,113776258759074
57076041638785,113776258854249
57076074876090,113776292091699
57076074966642,113776292182249
57076108200754,113776325415749
57076108295255,113776325510249
57076141536130,113776358750949
57076141623430,113776358838249
57076174854071,113776392068699
57076174951622,113776392166249
57076208223725,113776425438161
57076208311814,113776425526249
57076241551457,113776458765699
57076241640007,113776458854249
57076274872957,113776492086999
57076274968207,113776492182249
57076308205782,113776525419624
57076308296407,113776525510249
57076341527157,113776558740874
57076341624532,113776558838249
57076374852329,113776592066074
57076374952505,113776592166249
57076408181246,113776625394786
57076408280710,113776625494249
57076441526239,113776658739574
57076441608915,113776658822249
57076474844157,113776692057286
57076474937120,113776692150249
57076508175650,113776725388574
57076508265325,113776725478249
57076541545317,113776758758036
57076541641531,113776758854249
57076574872861,113776792085374
57076574969736,113776792182249
57076608200353,113776825412661
57076608297941,113776825510249
57076641531674,113776858743749
57076641626175,113776858838249
57076674859292,113776892071074
57076674954467,113776892166249
57076708186792,113776925398375
57076708282667,113776925494249
57076741547813,113776958759249
57076741642813,113776958854249
57076774875269,113776992086536
57076774970983,113776992182249
57076808202971,113777025413874
57076808299346,113777025510249
57076841537585,113777058748449
57076841627385,113777058838249
57076874864921,113777092075786
57076874955384,113777092166249
57076908195974,113777125406824
57076908283401,113777125494249
57076941553609,113777158763949
57076941643909,113777158854249
57076974884860,113777192094999
57076974972110,113777192182249
57077008212364,113777225422324
57077008300289,113777225510249
57077041563168,113777258772949
57077041660469,113777258870249
57077074898147,113777292107749
57077074988648,113777292198249
57077108218202,113777325427624
57077108316827,113777325526249
57077141549418,113777358758661
57077141645006,113777358854249
57077174876935,113777392085999
57077174973186,113777392182250
57077208206564,113777425415449
57077208301365,113777425510249
57077241532668,113777458741374
57077241629544,113777458838249
57077274860164,113777492068699
57077274957715,113777492166249
57077308190016,113777525398374
57077308285892,113777525494249
57077341519927,113777558728036
57077341614141,113777558822249
57077374880763,113777592088699
57077374974313,113777592182249
57077408214277,113777625422074
57077408302453,113777625510249
57077441535467,113777658743124
57077441630592,113777658838249
57077474864306,113777692071824
57077474958732,113777692166249
57077508197446,113777725404824
57077508286871,113777725494249
57077541525085,113777758732324
57077541615011,113777758822249
57077574883331,113777792090411
57077574975170,113777792182249
57077608236711,113777825443574
57077608303386,113777825510249
57077641535639,113777858742286
57077641631603,113777858838249
57077674868095,113777892074499
57077674959846,113777892166249
57077708189473,113777925395574
57077708288148,113777925494249
57077741517012,113777958722911
57077741616350,113777958822249
57077774877939,113777992083749
57077774976440,113777992182249
57077808205472,113778025411074
57077808304648,113778025510249
57077841536829,113778058742124
57077841632954,113778058838249
57077874864221,113778092069449
57077874961021,113778092166249
57077908197195,113778125402286
57077908289158,113778125494249
57077941518539,113778158723536
57077941617253,113778158822249
57077974883199,113778192087949
57077974977499,113778192182249
57078008207077,113778225411949
57078008305374,113778225510249
57078041540322,113778258745786
57078041632786,113778258838249
57078074873310,113778292078411
57078074961149,113778292166249
57078108192587,113778325397324
57078108289513,113778325494249
57078141521875,113778358726249
57078141617876,113778358822249
57078174884689,113778392088699
57078174978240,113778392182249
57078208207845,113778425411536
57078208306558,113778425510249
57078241544404,113778458747911
57078241634743,113778458838249
57078274864677,113778492068000
57078274962927,113778492166249
57078308203561,113778525406699
57078308291111,113778525494249
57078341524995,113778558727949
57078341619296,113778558822249
57078374886017,113778592088786
57078374979480,113778592182249
57078408213539,113778625416124
57078408307664,113778625510249
57078441544798,113778658747199
57078441635849,113778658838249
57078474872283,113778692074499
57078474964033,113778692166249
57078508199792,113778725401824
57078508292217,113778725494249
57078541527313,113778758729161
57078541620402,113778758822249
57078574855785,113778792057449
57078574948586,113778792150249
57078608246425,113778825447874
57078608308800,113778825510249
57078641539179,113778858740324
57078641637105,113778858838249
57078674866570,113778892067411
57078674965409,113778892166249
57078708197667,113778925398286
57078708293630,113778925494249
57078741524796,113778958725374
57078741621672,113778958822249
57078774857085,113778992057411
57078774949924,113778992150249
57078808212986,113779025413124
57078808310111,113779025510249
57078841545099,113779058745161
57078841638188,113779058838249
57078874873311,113779092073199
57078874966361,113779092166249
57078908195760,113779125395449
57078908294561,113779125494249
57078941535425,113779158734911
57078941622763,113779158822249
57078974862457,113779192061824
57078974950883,113779192150249
57079008217233,113779225416374
57079008279108,113779225478249
57079041548547,113779258747824
57079041638970,113779258838249
57079074876370,113779292076124
57079074966496,113779292166249
57079108204182,113779325403411
57079108295021,113779325494249
57079141532045,113779358730749
57079141623546,113779358822249
57079174855901,113779392054161
57079174951989,113779392150249
57079208191119,113779425389161
57079208280208,113779425478249
57079241541032,113779458738824
57079241640458,113779458838249
57079274881269,113779492078911
57079274968608,113779492166249
57079308202707,113779525400199
57079308296758,113779525494249
57079341537591,113779558734949
57079341624891,113779558822249
57079374865040,113779592062286
57079374953003,113779592150249
57079408192578,113779625389624
57079408281204,113779625478249
57079441520104,113779658716949
57079441609404,113779658806249
57079474851354,113779692047999
57079474937605,113779692134249
57079508170467,113779725366911
57079508265805,113779725462249
57079541546417,113779758742661
57079541642006,113779758838249
57079574873956,113779792069999
57079574970206,113779792166249
57079608201443,113779825397286
57079608298407,113779825494249
57079641528973,113779858724625
57079641626598,113779858822249
57079674860210,113779892055699
57079674954761,113779892150249
57079708217460,113779925412786
57079708314923,113779925510249
57079741548700,113779958743874
57079741643075,113779958838249
57079774876129,113779992071161
57079774971218,113779992166249
57079808203624,113780025398499
57079808299374,113780025494250
57079841531021,113780058725824
57079841627447,113780058822249
57079874858614,113780092053161
57079874955702,113780092150249
57079908142960,113780125337411
57079908283798,113780125478249
57079941549953,113780158744286
57079941643916,113780158838249
57079974883613,113780192077911
57079974971950,113780192166249
57080008207296,113780225401699
57080008299848,113780225494249
57080041534125,113780258727874
57080041628500,113780258822249
57080074861564,113780292055199
57080074956615,113780292150249
57080108189129,113780325382537
57080108284842,113780325478249
57080141516597,113780358709874
57080141612972,113780358806249
57080174877498,113780392070699
57080174973049,113780392166249
57080208205119,113780425398036
57080208301332,113780425494249
57080241532740,113780458725374
57080241629616,113780458822249
57080274864014,113780492056411
57080274957852,113780492150249
57080308191451,113780525383749
57080308285951,113780525478249
57080341521886,113780558714036
57080341614100,113780558806249
57080374885501,113780592077411
57080374974339,113780592166249
57080408203183,113780625394949
57080408302483,113780625494249
57080441539701,113780658731324
57080441630627,113780658822249
57080474867395,113780692058874
57080474958770,113780692150249
57080508190163,113780725381499
57080508286914,113780725478249
57080541519219,113780758710411
57080541615058,113780758806249
57080574882646,113780792073661
57080574975235,113780792166249
57080608197889,113780825388624
57080608303514,113780825494249
57080641536868,113780858727324
57080641631794,113780858822249
57080674866986,113780892057199
57080674960037,113780892150249
57080708189551,113780925379661
57080708288139,113780925478249
57080741520855,113780958710911
57080741616194,113780958806249
57080774880748,113780992070574
57080774976424,113780992166249
57080808214638,113781025404161
57080808304726,113781025494249
57080841487872,113781058677249
57080841632872,113781058822249
57080874863654,113781092052999
57080874960905,113781092150249
57080908196246,113781125385624
57080908288868,113781125478249
57080941523381,113781158713374
57080941616257,113781158806249
57080974888519,113781192078161
57080974976608,113781192166249
57081008212657,113781225401949
57081008304958,113781225494249
57081041539697,113781258728536
57081041633412,113781258822249
57081074870164,113781292058411
57081074962002,113781292150249
57081108201500,113781325389661
57081108290088,113781325478249
57081141524367,113781358712324
57081141618292,113781358806249
57081174880283,113781392068036
57081174978496,113781392166249
57081208212940,113781425400499
57081208306690,113781425494249
57081241540427,113781458727824
57081241634853,113781458822249
57081274867927,113781492055161
57081274963015,113781492150249
57081308195379,113781525382449
57081308291180,113781525478249
57081341522885,113781558709786
57081341619349,113781558806249
57081374883892,113781592070624
57081374979518,113781592166249
57081408211387,113781625397949
57081408307687,113781625494249
57081441538893,113781658725286
57081441635856,113781658822249
57081474870850,113781692057074
57081474964025,113781692150249
57081508197194,113781725383249
57081508292194,113781725478249
57081541551938,113781758737824
57081541620363,113781758806249
57081574851801,113781792037499
57081574948552,113781792134249
57081608246174,113781825431624
57081608308800,113781825494249
57081641542586,113781858727786
57081641637050,113781858822249
57081674866211,113781892051161
57081674965300,113781892150249
57081708198704,113781925383411
57081708293542,113781925478249
57081741526203,113781958710749
57081741621703,113781958806249
57081774853535,113781992038036
57081774949749,113781992134249
57081808214647,113782025398911
57081808309986,113782025494249
57081841542206,113782058726249
57081841638207,113782058822249
57081874869651,113782092053536
57081874966365,113782092150249
57081908197158,113782125380874
57081908294533,113782125478249
57081941524618,113782158708199
57081941622669,113782158806249
57081974855914,113782192039249
57081974950915,113782192134249
57082008216830,113782225400074
57082008279005,113782225462249
57082041544031,113782258727411
57082041638866,113782258822249
57082074870921,113782292054749
57082074966422,113782292150249
57082108198775,113782325382074
57082108294952,113782325478249
57082141526641,113782358709411
57082141623481,113782358806249
57082174854408,113782392036749
57082174951909,113782392134249
57082208181867,113782425364074
57082208280042,113782425462249
57082241598714,113782458780749
57082241640214,113782458822249
57082274871961,113782492053824
57082274968386,113782492150249
57082308203183,113782525384874
57082308296558,113782525478249
57082341530679,113782558712199
57082341624730,113782558806249
57082374858188,113782592039536
57082374952902,113782592134249
57082408219198,113782625400374
57082408313074,113782625494249
57082441546695,113782658727699
57082441641246,113782658822249
57082474874204,113782692055036
57082474969418,113782692150249
57082508201714,113782725382374
57082508297590,113782725478249
57082541529173,113782758709661
57082541625761,113782758806249
57082574860433,113782792040749
57082574953933,113782792134249
57082608187944,113782825368036
57082608282158,113782825462249
57082641549148,113782858728911
57082641642486,113782858822249
57082674876598,113782892056199
57082674970648,113782892150249
57082708204097,113782925383536
57082708298811,113782925478249
57082741531612,113782958710874
57082741626987,113782958806249
57082774859155,113782992038199
57082774955205,113782992134249
57082808186682,113783025365536
57082808283396,113783025462249
57082841547644,113783058726374
57082841643519,113783058822249
57082874875055,113783092053699
57082874971605,113783092150249
57082908206235,113783125384749
57082908299736,113783125478249
57082941533844,113783158712074
57082941628019,113783158806249
57082974861289,113783192039411
57082974956127,113783192134249
57083008188782,113783225366749
57083008284283,113783225462249
57083041553521,113783258731286
57083041612485,113783258790249
57083074877377,113783292054911
57083074972716,113783292150249
57083108204865,113783325382249
57083108300866,113783325478249
57083141532340,113783358709574
57083141629016,113783358806249
57083174863582,113783392040624
57083174957208,113783392134249
57083208189585,113783425366324
57083208285511,113783425462249
57083241518291,113783458694824
57083241613716,113783458790249
57083274885316,113783492061749
57083274973817,113783492150249
57083308211220,113783525387499
57083308301971,113783525478249
57083341536124,113783558712249
57083341630125,113783558806249
57083374862236,113783592038199
57083374958286,113783592134249
57083408190719,113783625366499
57083408286469,113783625462249
57083441525477,113783658701074
57083441614653,113783658790249
57083474845335,113783692020749
57083474942836,113783692118249
57083508176344,113783725351574
57083508271019,113783725446249
57083541535989,113783758711036
57083541631203,113783758806249
57083574867208,113783792042074
57083574959383,113783792134249
57083607865634,113783825040324
57083608287561,113783825462249
57083641520880,113783858695324
57083641615806,113783858790249
57083674882039,113783892056161
57083674976127,113783892150249
57083708211635,113783925385624
57083708304261,113783925478249
57083741540322,113783958714124
57083741632447,113783958806249
57083774870014,113783992043786
57083774960477,113783992134249
57083808192162,113784025365786
57083808288626,113784025462249
57083841524689,113784058698036
57083841616903,113784058790249
57083874880552,113784092053749
57083874977052,113784092150249
57083908212889,113784125385999
57083908305139,113784125478249
57083941596047,113784158768949
57083941633348,113784158806249
57083974872630,113784192045324
57083974961556,113784192134249
57084008193424,113784225366161
57084008289509,113784225462249
57084041525049,113784258698374
57084041616924,113784258790249
57084074877203,113784292050411
57084074977041,113784292150249
57084108212070,113784325385161
57084108305158,113784325478249
57084141548227,113784358721124
57084141633353,113784358806249
57084174872236,113784392044699
57084174961787,113784392134249
57084208200006,113784425372036
57084208290220,113784425462249
57084241527777,113784458699374
57084241618653,113784458790249
57084274889036,113784492060199
57084274979087,113784492150249
57084308216743,113784525387536
57084308307457,113784525478249
57084341547959,113784558718574
57084341635635,113784558806249
57084374875475,113784592045911
57084374963813,113784592134249
57084408202991,113784625373249
57084408291991,113784625462249
57084441530494,113784658700574
57084441620169,113784658790249
57084474858009,113784692027911
57084474948347,113784692118249
57084508185525,113784725355249
57084508276525,113784725446249
57084541546528,113784758716074
57084541636703,113784758806249
57084574874043,113784792043411
57084574964882,113784792134250
57084608143559,113784825312749
57084608293060,113784825462249
57084641525737,113784858694749
57084641621238,113784858790249
57084674890490,113784892059324
57084674981416,113784892150249
57084708221692,113784925390374
57084708309567,113784925478249
57084741549162,113784958717699
57084741637713,113784958806249
57084774876783,113784992045036
57084774965996,113784992134249
57084808204139,113785025372374
57084808294014,113785025462249
57084841531496,113785058699661
57084841622085,113785058790249
57084874862811,113785092030749
57084874950312,113785092118249
57084908220060,113785125387824
57084908310486,113785125478249
57084941551242,113785158718911
